,text,task_1,task_2
22256,These hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! http://t.co/iUGyRIMr4D,HOF,OFFN
22257,These hoes everybody hoes lol go at any bitch bet u get her easy !,HOF,OFFN
22258,These hoes get thick n fat confused way more than often!!!!!!!!,HOF,OFFN
22259,These hoes gettin replaced soon as they start to fuck wit my cheques,HOF,OFFN
22260,These hoes getting outta hand #mane,HOF,OFFN
22261,These hoes getting smart gotta watch them,HOF,OFFN
22262,These hoes going BROKE trying to look RICH. ACT your WAGE!,HOF,OFFN
22263,These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.,HOF,OFFN
22264,These hoes gotta pay for my company!,HOF,OFFN
22265,These hoes here mane. You are what you let inside you. Remember.,HOF,OFFN
22266,These hoes is lost RT @Dkellz34: @1Bcarter hahaha how much you wanna bet she don't get the job lmao,HOF,OFFN
22267,These hoes kno bout me,HOF,OFFN
22268,These hoes need Jesus y'all.,HOF,OFFN
22269,These hoes need to stop hittin blunts and hit the gym unhealthy mfs &#128514;&#128514;&#128514;,HOF,OFFN
22270,These hoes needa stop tryna split relationships and get they're own damn man,HOF,OFFN
22271,These hoes out here be GOIN UP !!!!!!!! But we not at you bitches that's what hoes do !,HOF,OFFN
22272,These hoes out here beefing bout as important as these hoes out here queefing. Y'all blowing vaginal wind back &amp; forth. STFU &amp; GET MONEY!,HOF,OFFN
22273,"These hoes out here carrying infections, yaw niggas better rap up w/ dat Latex! Haha",HOF,OFFN
22274,These hoes pickin and choosin.. that's why these niggas stickin and movin,HOF,OFFN
22275,These hoes really make me laugh lol,HOF,OFFN
22276,These hoes say I'm too much. I think I'm too much,HOF,OFFN
22277,These hoes soo &#127805;&#127936;,HOF,OFFN
22278,These hoes swear their faithful,HOF,OFFN
22279,These hoes they be homie hopping !!!! But idgf AIN'T NO FUN IF THA HOMIES CAN'T HAVE NUN !!!!!!!! GO UP THEN,HOF,OFFN
22280,These hoes they loving the crewwww &#128564;,HOF,OFFN
22281,These hoes want love so bad &#128514;&#128514;&#128078;&#128581;,HOF,OFFN
22282,These hoes was just really fighting ova Some rally's tho on 30th&#128514;&#128514;,HOF,OFFN
22283,These hoes will be exposed!!,HOF,OFFN
22284,These hoes worried bout the wrong things in life,HOF,OFFN
22285,These infected ass hoes think its okay to talk to other ppl boyfriend. Like that's not funny nor cute to pussy hop all over the place,HOF,OFFN
22286,These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,HOF,OFFN
22287,These la bitches thirsty for a hit single,HOF,OFFN
22288,These lame bitches don't have a fighting chance....!,HOF,OFFN
22289,These lil hoes sitting across da way too fuckin loud. Like damn hoe your sittin less than 2 feet from each other shut the hell up,HOF,OFFN
22290,These lil niggas can't hang big shit poppin bitch and big my first name,HOF,OFFN
22291,"These little girls at Simons were telling me they like my huf socks, bitch go home &amp; do your homework",HOF,OFFN
22292,These new bottoms are something else... RT @ratch_t: You put nair on your pussy for the gram? Ok http://t.co/agcPqlY5wI,HOF,OFFN
22293,These niccas sangin on dey partnas witout a Grammy award,HOF,OFFN
22294,These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS http://t.co/xwTa1PUDZU,HOF,OFFN
22295,These niggas ain't shit but hoes with tricks,HOF,OFFN
22296,These niggas be actin like bitches,HOF,OFFN
22297,These niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,HOF,OFFN
22298,"These niggas designing these bitches, they got zippers on hoes",HOF,OFFN
22299,These niggas groupies they act worse than these hoes do,HOF,OFFN
22300,These niggas pillow talkin thats hoe shit,HOF,OFFN
22301,These niggas pure pussy I see it in they faces,HOF,OFFN
22302,These niggas rather love these hoes then get money smh what the fuck wrong with these niggas,HOF,OFFN
22303,These niggas retarded... Lmfaoo,HOF,HATE
22304,These niggas run they mouth like bitches,HOF,OFFN
22306,"These nigs is haters man, and I've made myself so easy to luv",HOF,OFFN
22307,These nigs like saying they miss the old vice,HOF,OFFN
22308,These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,HOF,OFFN
22309,These peanut butter brownies bout to give me life too! &#128523;,NONE,NONE
22310,These people are fags.,HOF,HATE
22311,These people at jury selection are retarded,HOF,OFFN
22312,These ratchet hoes are something else this school smells like a fucking zoo,HOF,OFFN
22313,"These rednecks around here won't like that shit...put that wall up, they say",HOF,OFFN
22314,These shoes are going to be a bitch to break in tomorrow,HOF,OFFN
22315,"These side bitches will wait til they know u wit ya lady to text u ""hey boo"" bitch gtfoh",HOF,OFFN
22316,These side bitches winning son ...,HOF,OFFN
22317,These smoking commercials be blowing me. Like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant,HOF,OFFN
22318,"These sons of bitches came into his chruch, threatened to kill him",HOF,OFFN
22319,"These women ain't shit but hoes w/ tricks , baby boy I'm different &#10084;&#65039;",HOF,OFFN
22320,These women ain't shit but hoes w/ tricks ; babygirl you different &#10084;&#65039;,HOF,OFFN
22321,They are mostly restaurants. I'm a fat ho. RT @ImJustCeej: If you have more than 20 contacts in your phone you a hoe,HOF,OFFN
22322,"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",HOF,OFFN
22323,They bitches I will penetrate you introduced me to your bitch,HOF,OFFN
22324,They call me chief weak bitch,HOF,OFFN
22325,They come out Charlie Sheen... They come out coupe machine @wontgetme_22,NONE,NONE
22326,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,NONE,NONE
22327,They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,NONE,NONE
22328,They do the pussy good,HOF,OFFN
22329,"They fail to realize Ion want ""Friends"" bitches switch up quiccer than I change the channel &#128175;",HOF,OFFN
22330,"They get attitudes like bitches too , i think some of yall niggas need a bra and panties",HOF,OFFN
22331,They got David taking out the trash &#128514;&#128514;&#128514;&#128514;,NONE,NONE
22332,They got some trashy ass hoes out here,HOF,OFFN
22333,They got the redskins faking injuries,NONE,NONE
22334,They gotta keep the name Raiders tho they better not change it to some hillbilly ass Texas name,HOF,OFFN
22335,"They had a steak category. 

Ran that bitch like a busto.",HOF,OFFN
22336,"They hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",HOF,OFFN
22337,"They hating on you, because they know you bad, must be doing something right , if you got these bitches mad.!",HOF,OFFN
22338,They have a clumsy bird too lol what is life,NONE,NONE
22339,"They hoes ain't loyal, they rotate!",HOF,OFFN
22340,They love me at the place I bring my car to.....I don't know why Spanish men love me... sometimes I do look like a guala though Lol,NONE,NONE
22341,They make sure they have these reality shows lined up for you hoes.They won't leave you high and dry.,HOF,OFFN
22342,They must be Russian birds! Russian birds are known for invading Chiminea. @SaintRPh @KimMarcumTexas,NONE,NONE
22343,They really should expand this bitch with all the money,HOF,OFFN
22344,They rude RT @Anointed_Mouf: I wish you bitches would stop calling while I'm trying to get dicked down by your nigga &#128530;,HOF,OFFN
22345,They say I wouldn't make it now them same bitches is calling my cellular,HOF,OFFN
22346,They say life is what you make it bitch but I'm just tryna make it .. Straight up,HOF,OFFN
22347,"They say numbers dont lie, bitch im not the 1",HOF,OFFN
22348,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,NONE,NONE
22349,They say our state bird is rare...I literally see one at least once a day,NONE,NONE
22350,They should free all da real niccas n give the snitches da time,HOF,OFFN
22351,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ,HOF,HATE
22352,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,HOF,HATE
22353,They some bitch ass niggas,HOF,OFFN
22354,They thought I wouldn't make it pussy nigga we made it,HOF,OFFN
22355,"They told me to fuc wit bitches but never trust em 
They told me they my niggas but I never trust em",HOF,OFFN
22356,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!,NONE,NONE
22357,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",NONE,NONE
22358,They trynna hoe Geno TD throw,HOF,OFFN
22359,They updated Wukong's new splash so it doesn't look so fucking retarded,HOF,OFFN
22360,They use to call my mom Japs when she was younger. Lol Asian racial slurs.,NONE,NONE
22361,"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21",NONE,NONE
22362,"They wouldn't let me use my old picture cause my hair was flawless&#128129;. The woman at the front desk said I wouldn't have to retake, hatin' hoes",HOF,OFFN
22363,They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,HOF,OFFN
22364,Thick bitch on here tried to front on me earlier...,HOF,OFFN
22365,Thick bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,HOF,OFFN
22366,Thing that made me feel old today: Tori Amos is 50.,NONE,NONE
22367,Think it's okay to take my property and break it? Fuck you bitch,HOF,HATE
22368,Thinking about getting my nips pierced...,HOF,OFFN
22369,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",NONE,NONE
22370,Thinking about trying to get pussy like.....@trestiffer http://t.co/08cQV2vCcx,HOF,OFFN
22371,Thinking bout gettin 500$ put on my ears cuz I'm getting money bitch,HOF,OFFN
22372,Thinking bout those oysters at the gator bait tho&#128533;,NONE,NONE
22373,Thinking that i care dont give a fuck bout you think ! &#128576; #wop,HOF,OFFN
22374,"Thinking you're the godfather of maddiston lol, you're the fucking wee bitch man. If you've got a problem come to mine, al snap ur spine.",HOF,OFFN
22375,Thirsty ass bitch don't sweat me,HOF,OFFN
22376,Thirsty bitches&lt;&lt;&lt;&lt; Not attractive,HOF,OFFN
22377,Thirsty fo da bitches saggin my pants n shit ... Shit i paid this much for the belt i betta crack a bitch,HOF,OFFN
22378,"This ""Deb"" women at my eye appointment.. bitch",HOF,OFFN
22379,This 103 weather is a bitch,HOF,OFFN
22380,This 8 yr old on #masterchefjunior made my chicken look like trash.,NONE,NONE
22381,This 8am biology lab ain't no hoe &#128553;&#128557;,HOF,OFFN
22382,"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!",HOF,OFFN
22383,"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE2PECT",NONE,NONE
22384,This Charlie Murder game is pretty dope #Xbla,NONE,NONE
22385,This Houston traffic ain't no hoe these mf must not work,HOF,OFFN
22386,"This Isn't Murica, Charlie Brown. #rejectedpeanutsspecials",NONE,NONE
22387,This Lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts&#8230; http://t.co/zUxDnP3XR1,HOF,OFFN
22388,This Mexican bitch almost just hit me with her car and she sped over the speed bump JUST SO SHE COULD DO IT OMFG,HOF,OFFN
22389,This O6 just caught me talking to a bird and that was pretty embarrassing,NONE,NONE
22390,This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... http://t.co/3yrcyC9ezc,HOF,OFFN
22391,This Van Cleef and Arples bitch at Starbucks needs to back the fuck up out of my space in line,HOF,OFFN
22392,"This ain't no bitch ass boom bap, it's click clack move back.",HOF,OFFN
22393,This ain't no mf http://t.co/dOOeogiROg bitch ass.,HOF,OFFN
22394,This art shit lives forever bitch! Keep the change!,HOF,OFFN
22395,This being sick is for the birds.,NONE,NONE
22396,This being single shit is really trash especially when you ain't got nobody to text after midnight,HOF,OFFN
22397,"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!",NONE,NONE
22398,This biatch just called me a bitch &#128514;&#128514;,HOF,OFFN
22399,This bih stay in this ghetto ass neighborhood,HOF,OFFN
22400,This bitch @Cee_Murda94 &#128514;&#128514;&#128514; http://t.co/PSfpugyS1g,HOF,OFFN
22401,This bitch @DaRealQuitaM just called me a bougie whore tho! &#128514;&#128514;&#128514;&#128514; ol angry bird! Lmao,HOF,OFFN
22402,This bitch @Lvl_7_Eevee buys sparkling water.,NONE,NONE
22403,This bitch Gmfu.,HOF,OFFN
22404,This bitch Rihanna is on some dust or something,HOF,OFFN
22405,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,NONE,NONE
22406,This bitch almost lost her life,HOF,OFFN
22407,This bitch always got shit to say about what other people like,HOF,OFFN
22408,This bitch and her cankles,HOF,OFFN
22409,This bitch ask me why I dont hit her up.and that I dont talk to her....bitch want me to hit her up so she can ignore or respond hours later,HOF,OFFN
22410,"This bitch asked why pants sagg , cuz dey tryna hold my bandz up &#128184;&#128184;&#128184;",HOF,OFFN
22411,This bitch at the gas station offered me head for $20 &#128514;&#128557;&#128128;,HOF,OFFN
